id,task_1,task_2
432740fd-170a60ee,no-satire,no-satire
5d747f49-1571841a,satire,satire
f13c19a2-e95d5004,no-satire,no-satire
63052dae-df9063fd,satire,satire
464e17ed-cbc91f59,satire,satire
1ba84106-2828c0c8,no-satire,no-satire
3273f25c-949812e5,no-satire,no-satire
ecd245bd-b88b89c6,no-satire,no-satire
0293b4eb-56bd923e,satire,satire
646c3a77-1bc418f9,no-satire,no-satire
4944bb7c-c54c2710,satire,satire
a66589a6-9355a7cc,no-satire,no-satire
a3335f48-a75eb4b8,satire,satire
4b9dc929-c902d61a,satire,satire
b5ab1b92-87f66eca,satire,satire
09729a23-ff400751,no-satire,no-satire
62fbfb7d-45c63377,satire,satire
5ac2724d-b6cc45b2,no-satire,no-satire
e09102ed-efcc0e17,no-satire,no-satire
de1e3a2e-16701b49,no-satire,no-satire
f3d35a45-32624a5c,no-satire,no-satire
c834a76f-6cc518cd,no-satire,no-satire
5da0c1d3-135ae777,satire,satire
d717009a-2720554d,satire,satire
369eaa3b-d6580f7c,satire,satire
4d578bdd-982b762c,satire,satire
32488b83-656e9d7f,no-satire,no-satire
ef1939ec-439cbe61,no-satire,no-satire
6f77dbb4-9b3bcfce,satire,satire
17d8c942-d1c44212,satire,satire
13ab8e5c-8db68ff4,satire,satire
a07d1ded-9e9e3a4d,no-satire,no-satire
2b638308-8beee4b0,satire,satire
453c73c2-6eacec09,no-satire,no-satire
114188c1-12344326,no-satire,no-satire
c6f23a9c-083718dd,no-satire,no-satire
16517f2b-336939d7,no-satire,no-satire
babc691b-5a20f3fa,satire,satire
c2efe4a2-fe3c3032,no-satire,no-satire
4e8ab868-6b3f0a0d,no-satire,no-satire
3927c533-2485bce9,no-satire,no-satire
1fd60539-3a8612b4,satire,satire
f1b110b2-94894ab0,no-satire,no-satire
28fe1be8-fb50146a,satire,satire
ecee333f-220bd453,satire,satire
f5edb009-68c63c1b,satire,satire
c94d47c4-f46b18d3,no-satire,no-satire
53f106cf-fe6bc822,no-satire,no-satire
96c6f3bd-8efe7677,no-satire,no-satire
b9496992-3c43d53b,no-satire,no-satire
ebbfb621-d8e78374,satire,satire
0138bbe5-22309e26,satire,satire
8de5d943-f40dab31,satire,satire
564a5e11-1539304e,satire,satire
0f0b13c1-812a97f1,no-satire,no-satire
c86459d2-2b8e9007,no-satire,no-satire
8c6beae2-2e4435ad,no-satire,no-satire
95087bed-fc0a06cc,no-satire,no-satire
5f7ddec3-ca805515,satire,satire
5253d68e-63f4d353,satire,satire
fd7f9b3a-3ae299b1,no-satire,no-satire
6fa4a33d-c11700c2,satire,satire
29f2c694-dd93e577,no-satire,no-satire
460d007c-e44022ff,satire,satire
21b1164b-8fda1507,satire,satire
9239250c-2a71ff50,no-satire,no-satire
d41356d3-c172cdac,no-satire,no-satire
293a23b2-be09034e,satire,satire
d1d377ea-26509ca8,no-satire,no-satire
d719b621-07feb8eb,satire,satire
2d300f2a-361a77fa,satire,satire
4d90d2dc-30e9a5b3,satire,satire
63b9bb89-954f3aba,no-satire,no-satire
7ddab978-f0cb0206,satire,satire
d62605b6-e1e5a6bc,no-satire,no-satire
c10d0535-02e43acb,satire,satire
23df093a-4d609498,no-satire,no-satire
66ae5701-06701e9d,no-satire,no-satire
8dc090d1-3907a8dc,satire,satire
c1534ece-b58792f9,no-satire,no-satire
7d0e6bfb-fe2cbbb2,no-satire,no-satire
2bdc9c13-57247f59,no-satire,no-satire
552a567b-ef2e58d8,no-satire,no-satire
1121e652-247b8fa1,no-satire,no-satire
8b5a704a-4b906571,satire,satire
d95b7b90-78379b97,satire,satire
c43aedde-1bae69bf,no-satire,no-satire
c5574dfd-b5547e48,satire,satire
02cf3ff2-07c901c7,no-satire,no-satire
7faaf0a8-a649446f,no-satire,no-satire
281f3154-e6fe2ada,no-satire,no-satire
0c99aa30-f7e7219f,satire,satire
cd690a3a-e6d3b539,no-satire,no-satire
3f992a53-773e231f,satire,satire
9d4927c3-c481e494,no-satire,no-satire
69a83cee-58c6bf79,satire,satire
76cdd340-674fa489,no-satire,no-satire
cc85ee87-8cddb957,no-satire,no-satire
d4c9280c-77235134,satire,satire
dcce66ec-8c8f9aac,no-satire,no-satire
a05aebad-aec3d9a2,no-satire,no-satire
436d4277-ac255a71,satire,satire
bf30f582-b2df6aa5,no-satire,no-satire
21044480-38cb458a,no-satire,no-satire
aec08cf7-d4d8e27a,no-satire,no-satire
a0c7ab82-583a53b4,no-satire,no-satire
4c0d4663-aabc7f3b,no-satire,no-satire
7e3d21b4-613386b3,satire,satire
f15e4df6-46b4ee1e,satire,satire
b1c2a3ed-5c1caa62,satire,satire
5d52076f-9602b4c0,no-satire,no-satire
276dc9ce-a56505fe,no-satire,no-satire
f47a049b-0b7fd3d1,no-satire,no-satire
529970b3-dfbcbcd9,satire,satire
787cb351-bf8326c8,satire,satire
d270e67f-31866045,satire,satire
26983e6d-0ef8b74d,no-satire,no-satire
8c3018d5-d317bcc2,no-satire,no-satire
1e6e6ec7-412786dc,satire,satire
e784d871-a212a593,satire,satire
5adefaa4-2a99d78c,satire,satire
46f08495-e30a61fe,no-satire,no-satire
81d0c523-58a28049,satire,satire
9f94f43f-f552ba99,no-satire,no-satire
9adc7f1c-43d88639,no-satire,no-satire
5988b55e-e2c070e3,satire,satire
bd1bc349-af23975a,satire,satire
c5b0825d-1585c2d0,satire,satire
e970b514-8b816066,no-satire,no-satire
da90f745-8d8cb17b,no-satire,no-satire
9fca9040-d71b9039,satire,satire
f43fc870-871bea32,no-satire,no-satire
2acf943f-b60ca468,satire,satire
1e0d727b-71f7c9e8,satire,satire
f3b6b089-3bf423b6,satire,satire
378b9dc4-089a1ccb,no-satire,no-satire
4ac17898-8d777fb3,no-satire,no-satire
af25a247-1a402c6e,no-satire,no-satire
86200822-4608e3ea,no-satire,no-satire
31788278-0d2266f9,no-satire,no-satire
b293c38c-ce9edd75,no-satire,no-satire
734b1ada-13f40e53,no-satire,no-satire
aabee639-76a2ff2c,no-satire,no-satire
59ec0cdf-2d40b3bf,no-satire,no-satire
c5c4a4eb-9d2b529f,satire,satire
26ed6524-e6a9f090,no-satire,no-satire
334c411d-1d8ba999,no-satire,no-satire
bcad947c-b6c73e9a,no-satire,no-satire
8c48189b-9c07f081,no-satire,no-satire
7a69fa5b-9a46c7d5,no-satire,no-satire
0dd83ed4-c735d135,satire,satire
7ccb9b36-a5297458,satire,satire
30a71712-04a1aee9,no-satire,no-satire
d256a4ae-652ae719,no-satire,no-satire
6fb311a6-b98f455f,no-satire,no-satire
950f4489-fc0b1344,satire,satire
f349b8a8-efae477e,no-satire,no-satire
cbb89d22-e739c13e,no-satire,no-satire
4e05970e-c411cc11,satire,satire
5b9e4635-a436cdee,satire,satire
f68ce933-3ad1b2f7,satire,satire
6d322c4c-5a6bd950,satire,satire
e32d24ab-143dd8d3,satire,satire
01f3976d-1e9365ca,satire,satire
7750cbd8-00217b3b,satire,satire
255aab9a-5a336f1f,no-satire,no-satire
d53eeb12-1006687d,no-satire,no-satire
57b65657-a07fa338,satire,satire
62ccb9e6-0b36153f,satire,satire
69277803-d9dbd8cb,no-satire,no-satire
e5b1565e-9beff0d9,satire,satire
7642b6e3-e7939743,satire,satire
89c9a075-39261298,no-satire,no-satire
11659e32-1a5b5c89,no-satire,no-satire
23dc82bc-83ddaea7,satire,satire
49034079-d52e9890,no-satire,no-satire
84efb086-bbd481a7,no-satire,no-satire
c77adc45-2948bbdb,satire,satire
3075cafa-b946bd24,no-satire,no-satire
d7299ed7-6a5b450f,no-satire,no-satire
279eb39c-eaa226d4,satire,satire
523d4713-1166e13a,no-satire,no-satire
4e433ff5-2cefe968,no-satire,no-satire
a521b574-d09c9f96,satire,satire
f9c082d9-37e69d33,satire,satire
d68ecb00-df6e5333,satire,satire
3321b7d3-aa4ce48e,no-satire,no-satire
52065ec8-9d3a384c,satire,satire
4272e7ff-6c1bffef,no-satire,no-satire
56003bfa-8a7fe832,satire,satire
58e574c8-3c8c6015,satire,satire
03e04503-8bc15226,satire,satire
c25dc117-2a68cd30,no-satire,no-satire
4d261978-79a562e7,no-satire,no-satire
7c94fe67-68ba9dfa,satire,satire
7070014e-c48fb2d9,no-satire,no-satire
48495e19-aa025aba,satire,satire
4c4bd540-6a38e958,no-satire,no-satire
83240e02-7fc14404,no-satire,no-satire
9a3b1faa-0a0123f7,satire,satire
d17a5ea9-ecb5e9c5,no-satire,no-satire
946367fe-4069dcf6,satire,satire
7ee7f7bf-20e09895,satire,satire
6c30ba56-9d71a8ad,satire,satire
ce82a4a3-a8a601b2,satire,satire
7f5dec07-4f6ef6ab,no-satire,no-satire
88122eb3-99dad203,no-satire,no-satire
c81aa3d5-0827c872,no-satire,no-satire
c13175bb-62ae5815,no-satire,no-satire
f2e6f729-fc3aa7c0,no-satire,no-satire
ac85a03b-1fd459fa,satire,satire
523cdf56-2784750a,no-satire,no-satire
09fb194e-cd8c3733,no-satire,no-satire
42f3219f-e02b9d55,no-satire,no-satire
fc8d29e0-e03eeb69,no-satire,no-satire
eb043757-2b2823b6,satire,satire
b65dad6b-e90e1038,no-satire,no-satire
98013992-733572cf,satire,satire
46f94c63-bf7bda39,no-satire,no-satire
5e154ab3-db615915,no-satire,no-satire
fd216e5b-1184e11a,satire,satire
50537f14-f5754e55,no-satire,no-satire
af6b5f42-ccb0b7da,no-satire,no-satire
b7a8d692-b4a9a4cb,no-satire,no-satire
73bf3b72-8cf88cf4,no-satire,no-satire
91426149-7e1ff4e3,satire,satire
102ab207-e4973684,satire,satire
1623df62-7edf66a4,no-satire,no-satire
56432a52-929b1668,no-satire,no-satire
53660657-2658babf,no-satire,no-satire
cf763226-b589ee6d,satire,satire
7a75adc6-a54df8c6,satire,satire
8a4044d1-50eae3f0,satire,satire
9fbc4607-1577ed7b,satire,satire
3f6b170f-aa3651bb,no-satire,no-satire
aeb4e7f5-0b1d0ac6,satire,satire
f64ac5da-511c5acd,no-satire,no-satire
2dac1258-30ab8792,no-satire,no-satire
b5e2918f-1ad70047,no-satire,no-satire
acb967e0-c9fa298d,no-satire,no-satire
1713164d-55a867d9,satire,satire
23ba1699-445d0b4f,no-satire,no-satire
8662b440-2085a853,no-satire,no-satire
26cb81ba-d4824da7,no-satire,no-satire
75c75ce0-a6cafa2e,no-satire,no-satire
a6e57882-2164b877,no-satire,no-satire
748b6e43-0b440d70,no-satire,no-satire
ede60e5a-d236595e,no-satire,no-satire
607b361f-f0329bfd,satire,satire
6b767c14-272a8895,satire,satire
b68a5dc8-f2f48669,satire,satire
16b2ef3c-b874a993,satire,satire
750c4c59-6ecc63f8,no-satire,no-satire
675e27d6-57588dc3,no-satire,no-satire
2dd9b61a-6ebb2b10,no-satire,no-satire
1571df67-82b9079b,no-satire,no-satire
45097d08-0ef83dc6,satire,satire
9702ddc1-50f9f303,no-satire,no-satire
75286d96-384f6d2d,no-satire,no-satire
a8ff5978-08e6a55d,no-satire,no-satire
b452cea4-a19ac42d,satire,satire
325146a5-a8c9cf6e,satire,satire
ed8de8cd-51e64961,no-satire,no-satire
49a20787-6d95d9ed,satire,satire
7e0b3b4f-a763ff94,no-satire,no-satire
4f9b5239-93bfb9f1,no-satire,no-satire
a889fe6c-3288efbf,satire,satire
2d6b32ce-313e19dd,satire,satire
560b6b92-710d91c6,no-satire,no-satire
d6a0fe96-bfc9594b,no-satire,no-satire
4802e93d-3fe91cd2,satire,satire
e8df35fb-3274e76b,satire,satire
0b863c20-40a548f4,satire,satire
520c6f25-53f968a7,no-satire,no-satire
21b930b4-143ea7f8,no-satire,no-satire
d5d9f83f-92170c71,no-satire,no-satire
8751488e-1e40bdfb,no-satire,no-satire
d62927e8-c6c284b3,satire,satire
8b8bee71-07db9f6c,satire,satire
ee28fd9c-cee65961,no-satire,no-satire
1465367f-f2703a19,no-satire,no-satire
2d3da152-9de6eaa7,satire,satire
00bc37ea-e244843a,no-satire,no-satire
510fc698-472a25eb,satire,satire
7a01ac0f-4ede34e4,no-satire,no-satire
700d9919-b88e7dfb,no-satire,no-satire
9fc29aa3-247575ec,no-satire,no-satire
fdae7484-9fe35595,no-satire,no-satire
83a97a05-852fcff8,satire,satire
cd657b00-6fe3d9df,satire,satire
8fc21a2b-4b800b5a,no-satire,no-satire
ad260947-c564efda,no-satire,no-satire
e6e8468b-03c63763,no-satire,no-satire
9972bbed-f07fc603,no-satire,no-satire
0f22e344-283e9a1e,no-satire,no-satire
960273d6-cd99cfeb,no-satire,no-satire
30bc058b-2dfcf0c6,no-satire,no-satire
78f1b0ed-ea98fffe,no-satire,no-satire
aa883f12-bb0e6651,satire,satire
8f28391e-1fa6d2af,no-satire,no-satire
895a7a11-c28cbe9d,satire,satire
afe8deef-52c7ce2e,satire,satire
c50d4c0e-2e5521de,no-satire,no-satire
e3b13200-6d294e3c,satire,satire
fc77dfe2-98303924,satire,satire
bc06e3c5-0a54f9fc,no-satire,no-satire
b0003c6f-5213ab3d,no-satire,no-satire
b01a35db-dc2a8797,no-satire,no-satire
2b912c96-94425363,satire,satire
6c8a249c-82f56dcd,satire,satire
2614d0a0-795fec44,satire,satire
0b2a4f23-31111919,no-satire,no-satire
1818c188-eb0116bc,no-satire,no-satire
b4e43a17-5b7e8845,no-satire,no-satire
4824302d-7033e0ef,no-satire,no-satire
b1d5b6f5-ad355e9b,no-satire,no-satire
59ced31a-52465ff9,satire,satire
c5340f51-b5669d7c,no-satire,no-satire
2da238b3-64ff4681,no-satire,no-satire
b8e8b6c7-8e9b0bbe,no-satire,no-satire
16b1e413-31803b54,satire,satire
6d99f509-baf8fdb9,no-satire,no-satire
18f1839d-8bbb3a1e,satire,satire
7ff254a7-66bef6d2,no-satire,no-satire
15d34603-3d28d14c,satire,satire
7f6058f4-da846414,satire,satire
dca0f98c-b59c3d48,satire,satire
c6acee14-cb31528a,satire,satire
3daacf32-8bc480e3,no-satire,no-satire
e46afaea-ec8a74a8,satire,satire
f0e75f44-1901f119,satire,satire
0b9e44b8-c7f09705,no-satire,no-satire
fd7f5598-0357de80,no-satire,no-satire
c2d8801f-374a16e2,no-satire,no-satire
1c46b61f-595b7a62,no-satire,no-satire
fb9424f8-40161e19,no-satire,no-satire
9b8c70e2-36e1221f,no-satire,no-satire
ed11c159-a45d5cfd,no-satire,no-satire
bb7d9002-7f31b768,no-satire,no-satire
b5158613-b171edc7,satire,satire
adccefbf-ec83642c,no-satire,no-satire
6fe10895-e4fec6da,satire,satire
c27ee29a-98b8d730,satire,satire
e22f4fe9-bd1227c0,satire,satire
af598cf3-de5ca297,satire,satire
583cea3a-93b9d8bb,satire,satire
09577200-fba6df2d,satire,satire
b567b8ed-4247e2ec,no-satire,no-satire
ab1bc1e3-911231c1,satire,satire
6ba64ef2-de422f72,no-satire,no-satire
04fe3ff3-72974a93,satire,satire
25ccdd96-f7612f2c,satire,satire
bba92d06-60f485be,satire,satire
b55a7936-f87c7b48,no-satire,no-satire
33435da2-abaef52f,no-satire,no-satire
6f95110d-940b8bde,satire,satire
c766e8a5-ea2f0502,no-satire,no-satire
2d90190a-53e2453c,no-satire,no-satire
0587f8bf-4f0ff84d,satire,satire
6ee0f6d4-833d395f,satire,satire
f570067b-2ae28466,satire,satire
2f753f2f-cd7edee1,no-satire,no-satire
994b57fa-cee14f48,satire,satire
4f4d094c-4484f0ef,no-satire,no-satire
7a389813-405eb566,satire,satire
085427ec-0485a9ae,no-satire,no-satire
d23872fa-4fdce8eb,no-satire,no-satire
d7851293-2e5ae313,no-satire,no-satire
e2e638de-ee732141,satire,satire
792851a8-cb2e69d5,satire,satire
eca466ff-5ebba54d,satire,satire
e45c42b5-5cc844e8,satire,satire
1122b9b0-8712e98a,no-satire,no-satire
bed6821e-a3f54fc8,satire,satire
66160849-ce19862c,no-satire,no-satire
bf233dba-e88bc241,satire,satire
dcdf796e-695e565f,no-satire,no-satire
6e266ae2-1a4d9fa7,no-satire,no-satire
0b0a0af4-1077dc3b,satire,satire
993f62bc-f28154ff,no-satire,no-satire
277c8af3-91b75cd9,no-satire,no-satire
de1d6958-aa39024c,satire,satire
0250ecc9-a91a1bc7,satire,satire
e603e7fe-dc727210,no-satire,no-satire
8c0ed6b6-6fc4a511,no-satire,no-satire
e98209cc-26563eaf,satire,satire
9c427317-bbb372ee,no-satire,no-satire
1f2ac698-f67f05a5,satire,satire
e728f7e6-1e2af8c9,satire,satire
a8536845-d829c909,no-satire,no-satire
8a36a922-5ce8d315,satire,satire
2770e719-a49bced0,satire,satire
d30d9f71-57362ac0,no-satire,no-satire
aef760bb-25adbf34,satire,satire
63398816-f5967e79,no-satire,no-satire
3baee40f-d1444647,satire,satire
b54958a1-38931d11,no-satire,no-satire
20b2f0be-5a96b965,satire,satire
7ac44449-8c89e83c,no-satire,no-satire
a9672cb4-9d6948a6,no-satire,no-satire
230f389c-1c409f47,no-satire,no-satire
02e8179e-869e3027,satire,satire
55021a25-173a2f1f,satire,satire
cce8310c-beae7ba5,satire,satire
dd8883f7-3d8611f5,satire,satire
ffce3441-6b5ea75a,satire,satire
22361e12-18ea788b,satire,satire
2530187c-c06b003f,satire,satire
c40ee8dc-3abf1772,no-satire,no-satire
44b95006-412af7b4,no-satire,no-satire
925242fd-df9ae049,no-satire,no-satire
e25e5890-0e1654f0,satire,satire
9ce3d052-9952b13e,no-satire,no-satire
9d490fd3-b4a85318,satire,satire
79f6a305-8b43ed7a,no-satire,no-satire
380defb0-838d75cf,satire,satire
8c43bf70-16cabf4a,no-satire,no-satire
90eb3108-7ad81480,satire,satire
c32cf911-5848c7f4,no-satire,no-satire
660cfd31-ea59333c,satire,satire
caa7e543-fb246f71,no-satire,no-satire
cf583a4f-6425e49f,no-satire,no-satire
57faebe5-9fa41a69,no-satire,no-satire
7d2c7c20-32c6fd85,satire,satire
ea2423ca-47e1fb1f,no-satire,no-satire
644ccc3e-debc40ea,satire,satire
7ba46400-1a13d5c3,no-satire,no-satire
241ad88c-8bd88b6f,no-satire,no-satire
14fec96e-8af3c7ed,no-satire,no-satire
11b190d9-545615eb,satire,satire
2b9c23c3-1358b301,no-satire,no-satire
11fceaf4-fb43e54f,no-satire,no-satire
5c6586f9-f68b3b24,satire,satire
4ddce09d-1ae933cc,satire,satire
52184ef9-f0fd4046,satire,satire
a34ff99b-5d2097eb,no-satire,no-satire
65fb14e1-1c6a1a98,no-satire,no-satire
8e44459b-e176ba17,satire,satire
c3ee14d3-b513c34c,no-satire,no-satire
ee33563f-f5ad4546,no-satire,no-satire
2bf7de14-0b1659ff,satire,satire
3f2b6a60-5241b253,no-satire,no-satire
1c376e15-2b5cef0d,no-satire,no-satire
6954d693-feceeeba,no-satire,no-satire
bc9586a8-e66a8e54,no-satire,no-satire
a83e5812-920c1884,no-satire,no-satire
a2c5f608-8196878d,satire,satire
7e705059-a20b83f8,satire,satire
aafe248b-f9099a07,satire,satire
a8a6cce8-5e254375,no-satire,no-satire
3e2f81e5-6f51ecf9,satire,satire
72f985b6-ec482054,no-satire,no-satire
6148f270-7dc2ad7a,satire,satire
78bbf2a7-2467dfb7,no-satire,no-satire
30a551bc-61e33258,no-satire,no-satire
e6da59bf-10e2e976,satire,satire
ef7f9871-49a9f954,satire,satire
53b63159-64f00c13,no-satire,no-satire
fb614a61-1c65993d,satire,satire
3356ba0a-1adc72ac,no-satire,no-satire
5115f8db-834ab413,no-satire,no-satire
22a9b9b6-40f467c8,satire,satire
8a7a894f-185b4fb0,no-satire,no-satire
2a0003b8-9e1a6bed,no-satire,no-satire
b5e70d02-7b2bc227,satire,satire
a9527a96-af4798d9,no-satire,no-satire
822bd638-6abdee1e,no-satire,no-satire
559a6a45-bd650478,satire,satire
8f36f8b1-34d6fddf,no-satire,no-satire
28a934f0-65106133,satire,satire
abfb7a35-d70177c7,satire,satire
64d9a97a-b57e010a,satire,satire
4fdf6033-f33a5b35,no-satire,no-satire
e9b368fa-5f399975,satire,satire
f5812ccc-2b14ef21,no-satire,no-satire
033fecfe-237762f4,no-satire,no-satire
290d9b25-e3654a53,no-satire,no-satire
695d3b30-7d3e8296,satire,satire
4917481f-c3837b98,no-satire,no-satire
f4d77ed9-7253d477,satire,satire
b2378ee1-01076f84,no-satire,no-satire
7e78df71-253fdde1,no-satire,no-satire
86f6ba1d-11958d16,no-satire,no-satire
517cca8e-cf3540c9,no-satire,no-satire
40bfe78b-7158b265,no-satire,no-satire
3fd01dc0-cfdb4be9,no-satire,no-satire
974c08ba-3ab59e18,no-satire,no-satire
62a6b94d-1a78f3bc,satire,satire
19d2f487-4cd191f6,no-satire,no-satire
b87c2778-b52c94b6,no-satire,no-satire
de331a1e-53c12606,no-satire,no-satire
02931b1e-2ea73d29,satire,satire
3e811caf-2cc1284d,no-satire,no-satire
a528c2fe-7eaa803e,satire,satire
30517268-ab16f2c9,satire,satire
4bc08c80-799a38bb,satire,satire
73d73337-e017bf6d,no-satire,no-satire
9c7f9597-c3a28e73,no-satire,no-satire
0db1b69f-f3847065,no-satire,no-satire
e57683e6-113486e1,satire,satire
c0020a57-04ace973,satire,satire
98d49c13-ac6da964,satire,satire
8debc927-4e7ad12b,no-satire,no-satire
40e7647a-fb7732ef,no-satire,no-satire
f2e2dffa-ffcb13f9,no-satire,no-satire
3bc1d9e3-f2023f48,no-satire,no-satire
a7957cee-9c4aa663,no-satire,no-satire
2af0b01a-a977efab,no-satire,no-satire
1bfcc863-ec84903a,no-satire,no-satire
306c5e67-78785013,satire,satire
2a6d9e5d-c2b9bcfd,satire,satire
4b8e444b-eb1aed40,no-satire,no-satire
abc29bf4-a692d677,satire,satire
9e8a8413-245be625,satire,satire
f0d95f07-cc1d1fa8,no-satire,no-satire
09e18c8a-f740aa61,satire,satire
83d5b6e3-e3eccb8f,satire,satire
e92fd8c2-bcfd29e4,satire,satire
88b4b2ed-86aab652,satire,satire
c93de72c-25b67ccf,satire,satire
c18e7447-c965ebe8,satire,satire
1d80aed4-dbc23692,no-satire,no-satire
93285403-aadc162f,no-satire,no-satire
85f1b41b-fdd7b9c0,no-satire,no-satire
82a3e0fb-f040d59b,satire,satire
fa938d82-44cb79cc,satire,satire
74954ecc-06522eec,satire,satire
4e64609f-5bbee940,no-satire,no-satire
26dd73b3-77088bb9,satire,satire
d726739c-bddb5999,satire,satire
6d75a9d5-ee287f43,no-satire,no-satire
6506eda1-5c4bb7c1,no-satire,no-satire
9cc73c6d-6439821b,satire,satire
f12b4354-f580cc18,no-satire,no-satire
b3e67964-807d0682,no-satire,no-satire
2be7d2f2-9e3ca473,no-satire,no-satire
66185b12-60644138,no-satire,no-satire
e894aec6-9226b781,satire,satire
501097a4-e1f0bab9,satire,satire
ecba6645-eb9a35fe,satire,satire
2d08d67f-97008102,no-satire,no-satire
eeea6af3-83e94953,no-satire,no-satire
496f5086-c320f618,satire,satire
f197e90b-907ad169,no-satire,no-satire
3992c4db-d92fc0bf,satire,satire
4490caf1-c6b7efa4,no-satire,no-satire
80074b78-83f329ef,satire,satire
7077b591-10b29932,satire,satire
bc7b698e-d3ba7c5e,no-satire,no-satire
043f8ad3-6e50ea54,no-satire,no-satire
35421bbd-965fb44e,satire,satire
24fecfe0-1e146b6f,satire,satire
3ad39b54-3b9d13ff,satire,satire
e440e7ca-aa784b6b,satire,satire
a46ec399-cb245abe,satire,satire
c07fa9a2-8de814bc,satire,satire
057996f3-e363fddc,satire,satire
ccb5b8cd-748253a3,satire,satire
f34e56cf-0d81faa3,satire,satire
bde6015f-37a10430,satire,satire
106be563-f7cee354,satire,satire
047d5e70-4b5928cd,satire,satire
ee188bb3-00a590c0,satire,satire
ee067c1d-c773ab20,no-satire,no-satire
269d42bb-922cee08,satire,satire
6bc9c760-f98298b0,satire,satire
a719628b-aad0f85c,no-satire,no-satire
c6d4040c-8de890a7,no-satire,no-satire
1f4de88b-21ad259a,satire,satire
3abd593c-12459c3d,satire,satire
2abcfbec-b59cdc92,no-satire,no-satire
39708498-09b399c1,no-satire,no-satire
da28d551-fc363a03,no-satire,no-satire
292150dc-b799d8ed,satire,satire
50d43dcc-9099daa6,satire,satire
852f68e5-8a3d1e9b,no-satire,no-satire
c327759d-9eee0572,no-satire,no-satire
25dcafcf-0dfd101b,no-satire,no-satire
d4eb79e5-c92e9e41,satire,satire
5ed93567-466c2df7,satire,satire
d02da472-43d4560e,satire,satire
d0a3dfd5-bf9a4c8c,no-satire,no-satire
03b6fff3-99dcc900,no-satire,no-satire
5fb4599f-d8acea9d,no-satire,no-satire
fad466eb-45b96db6,no-satire,no-satire
d5fc30a6-cebf8271,satire,satire
4122b9a1-75c87b1b,no-satire,no-satire
d9f2193f-ffb6ff24,satire,satire
30e0710a-601c063d,satire,satire
fdd64a19-861575f7,no-satire,no-satire
beaf701e-394eec89,no-satire,no-satire
191ccfa2-024fe79d,satire,satire
513bab62-726c4d4a,no-satire,no-satire
c8a47db3-f6c7216f,no-satire,no-satire
0328e73b-b3bdb21e,satire,satire
ec58a888-8af66178,satire,satire
c26905b9-2b8a177c,no-satire,no-satire
f015e8fa-7cc927a4,no-satire,no-satire
09377a61-a35d40c7,no-satire,no-satire
d88cbbea-2a008533,no-satire,no-satire
2149cc54-656c81b4,satire,satire
16f6262e-84994463,no-satire,no-satire
e0177f18-941ce4db,satire,satire
ab81cab1-f1d97ddc,no-satire,no-satire
6bfac213-5b1e5cdf,satire,satire
cc50f424-823fc8f8,no-satire,no-satire
4a5955cc-5ce20650,no-satire,no-satire
b5461618-89799eec,no-satire,no-satire
e8aee24d-f49bf51c,no-satire,no-satire
9c3487b6-fae25f81,no-satire,no-satire
69151dca-4f85675a,satire,satire
fc160217-e4780a45,no-satire,no-satire
f350f3e2-301286b5,no-satire,no-satire
